Created as New Dataset,Sample 001 By Dylan Kletzing Tuesday, March 11, 2025
cm-1,A
1215.00,0.4107
1214.00,0.4157
1213.00,0.4217
1212.00,0.4293
1211.00,0.4390
1210.00,0.4512
1209.00,0.4661
1208.00,0.4835
1207.00,0.5033
1206.00,0.5245
1205.00,0.5460
1204.00,0.5667
1203.00,0.5856
1202.00,0.6018
1201.00,0.6150
1200.00,0.6251
1199.00,0.6323
1198.00,0.6371
1197.00,0.6400
1196.00,0.6416
1195.00,0.6420
1194.00,0.6412
1193.00,0.6384
1192.00,0.6326
1191.00,0.6229
1190.00,0.6086
1189.00,0.5900
1188.00,0.5683
1187.00,0.5454
1186.00,0.5234
1185.00,0.5045
1184.00,0.4900
1183.00,0.4805
1182.00,0.4757
1181.00,0.4749
1180.00,0.4772
1179.00,0.4822
1178.00,0.4893
1177.00,0.4982
1176.00,0.5089
1175.00,0.5209
1174.00,0.5335
1173.00,0.5452
1172.00,0.5544
1171.00,0.5596
1170.00,0.5602
1169.00,0.5570
1168.00,0.5514
1167.00,0.5454
1166.00,0.5405
1165.00,0.5368
1164.00,0.5337
1163.00,0.5296
1162.00,0.5232
1161.00,0.5144
1160.00,0.5040
1159.00,0.4935
1158.00,0.4845
1157.00,0.4776
1156.00,0.4723
1155.00,0.4674
1154.00,0.4618
1153.00,0.4552
1152.00,0.4480
1151.00,0.4409
1150.00,0.4342
1149.00,0.4280
1148.00,0.4223
1147.00,0.4174
1146.00,0.4129
1145.00,0.4086
1144.00,0.4041
1143.00,0.3992
1142.00,0.3940
1141.00,0.3887
1140.00,0.3836
1139.00,0.3788
1138.00,0.3743
1137.00,0.3698
1136.00,0.3652
1135.00,0.3609
1134.00,0.3566
1133.00,0.3523
1132.00,0.3483
1131.00,0.3447
1130.00,0.3417
1129.00,0.3395
1128.00,0.3381
1127.00,0.3373
1126.00,0.3368
1125.00,0.3364
1124.00,0.3360
1123.00,0.3357
1122.00,0.3354
1121.00,0.3348
1120.00,0.3337
1119.00,0.3326
1118.00,0.3317
1117.00,0.3311
1116.00,0.3309
1115.00,0.3312
1114.00,0.3318
1113.00,0.3323
1112.00,0.3323
1111.00,0.3317
1110.00,0.3304
1109.00,0.3284
1108.00,0.3261
1107.00,0.3240
1106.00,0.3224
1105.00,0.3213
1104.00,0.3206
1103.00,0.3205
1102.00,0.3207
1101.00,0.3211
1100.00,0.3214
1099.00,0.3217
1098.00,0.3221
1097.00,0.3226
1096.00,0.3232
1095.00,0.3241
1094.00,0.3252
1093.00,0.3261
1092.00,0.3271
1091.00,0.3282
1090.00,0.3298
1089.00,0.3316
1088.00,0.3332
1087.00,0.3347
1086.00,0.3358
1085.00,0.3367
1084.00,0.3375
1083.00,0.3384
1082.00,0.3397
1081.00,0.3413
1080.00,0.3429
1079.00,0.3443
1078.00,0.3453
1077.00,0.3462
1076.00,0.3471
1075.00,0.3480
1074.00,0.3487
1073.00,0.3488
1072.00,0.3483
1071.00,0.3470
1070.00,0.3449
1069.00,0.3421
1068.00,0.3390
1067.00,0.3361
1066.00,0.3337
1065.00,0.3319
1064.00,0.3305
1063.00,0.3295
1062.00,0.3287
1061.00,0.3277
1060.00,0.3268
1059.00,0.3261
1058.00,0.3256
1057.00,0.3251
1056.00,0.3246
1055.00,0.3242
1054.00,0.3240
1053.00,0.3238
1052.00,0.3235
1051.00,0.3233
1050.00,0.3233
1049.00,0.3234
1048.00,0.3234
1047.00,0.3234
1046.00,0.3234
1045.00,0.3234
1044.00,0.3234
1043.00,0.3234
1042.00,0.3237
1041.00,0.3239
1040.00,0.3243
1039.00,0.3249
1038.00,0.3258
1037.00,0.3267
1036.00,0.3279
1035.00,0.3295
1034.00,0.3318
1033.00,0.3348
1032.00,0.3391
1031.00,0.3456
1030.00,0.3542
1029.00,0.3642
1028.00,0.3733
1027.00,0.3788
1026.00,0.3788
1025.00,0.3736
1024.00,0.3655
1023.00,0.3578
1022.00,0.3529
1021.00,0.3515
1020.00,0.3532
1019.00,0.3563
1018.00,0.3589
1017.00,0.3593
1016.00,0.3573
1015.00,0.3548
1014.00,0.3547
1013.00,0.3599
1012.00,0.3713
1011.00,0.3863
1010.00,0.3994
1009.00,0.4042
1008.00,0.3984
1007.00,0.3852
1006.00,0.3701
1005.00,0.3576
1004.00,0.3493
1003.00,0.3450
1002.00,0.3435
1001.00,0.3439
1000.00,0.3450
999.00,0.3464
998.00,0.3479
997.00,0.3496
996.00,0.3515
995.00,0.3537
994.00,0.3562
993.00,0.3588
992.00,0.3619
991.00,0.3658
990.00,0.3711
989.00,0.3775
988.00,0.3851
987.00,0.3937
986.00,0.4033
985.00,0.4142
984.00,0.4262
983.00,0.4395
982.00,0.4547
981.00,0.4718
980.00,0.4904
979.00,0.5097
978.00,0.5291
977.00,0.5486
976.00,0.5689
975.00,0.5907
974.00,0.6138
973.00,0.6376
972.00,0.6606
971.00,0.6819
970.00,0.7009
969.00,0.7173
968.00,0.7306
967.00,0.7405
966.00,0.7470
965.00,0.7505
964.00,0.7513
963.00,0.7493
962.00,0.7444
961.00,0.7364
960.00,0.7250
959.00,0.7105
958.00,0.6934
957.00,0.6745
956.00,0.6541
955.00,0.6318
954.00,0.6075
953.00,0.5815
952.00,0.5546
951.00,0.5281
950.00,0.5033
949.00,0.4813
948.00,0.4628
947.00,0.4477
946.00,0.4357
945.00,0.4259
944.00,0.4176
943.00,0.4109
942.00,0.4064
941.00,0.4042
940.00,0.4040
939.00,0.4048
938.00,0.4054
937.00,0.4051
936.00,0.4038
935.00,0.4018
934.00,0.3995
933.00,0.3970
932.00,0.3937
931.00,0.3891
930.00,0.3831
929.00,0.3763
928.00,0.3692
927.00,0.3625
926.00,0.3564
925.00,0.3514
924.00,0.3477
923.00,0.3455
922.00,0.3447
921.00,0.3445
920.00,0.3443
919.00,0.3433
918.00,0.3413
917.00,0.3384
916.00,0.3348
915.00,0.3309
914.00,0.3273
913.00,0.3242
912.00,0.3218
911.00,0.3202
910.00,0.3193
909.00,0.3189
908.00,0.3189
907.00,0.3196
906.00,0.3210
905.00,0.3231
904.00,0.3258
903.00,0.3289
902.00,0.3317
901.00,0.3338
900.00,0.3351
899.00,0.3358
898.00,0.3365
897.00,0.3374
896.00,0.3384
895.00,0.3394
894.00,0.3409
893.00,0.3429
892.00,0.3455
891.00,0.3481
890.00,0.3500
889.00,0.3502
888.00,0.3477
887.00,0.3425
886.00,0.3356
885.00,0.3282
884.00,0.3216
883.00,0.3161
882.00,0.3118
881.00,0.3084
880.00,0.3059
879.00,0.3042
878.00,0.3028
877.00,0.3013
876.00,0.2997
875.00,0.2981
874.00,0.2966
873.00,0.2954
872.00,0.2943
871.00,0.2932
870.00,0.2918
869.00,0.2903
868.00,0.2890
867.00,0.2882
866.00,0.2877
865.00,0.2873
864.00,0.2868
863.00,0.2865
862.00,0.2866
861.00,0.2871
860.00,0.2882
859.00,0.2901
858.00,0.2933
857.00,0.2977
856.00,0.3034
855.00,0.3108
854.00,0.3191
853.00,0.3266
852.00,0.3309
851.00,0.3310
850.00,0.3282
849.00,0.3250
848.00,0.3229
847.00,0.3224
846.00,0.3225
845.00,0.3225
844.00,0.3221
843.00,0.3221
842.00,0.3238
841.00,0.3287
840.00,0.3375
839.00,0.3492
838.00,0.3613
837.00,0.3702
836.00,0.3731
835.00,0.3692
834.00,0.3607
833.00,0.3502
832.00,0.3398
831.00,0.3307
830.00,0.3229
829.00,0.3165
828.00,0.3116
827.00,0.3087
826.00,0.3078
825.00,0.3087
824.00,0.3108
823.00,0.3135
822.00,0.3167
821.00,0.3208
820.00,0.3264
819.00,0.3341
818.00,0.3436
817.00,0.3527
816.00,0.3579
815.00,0.3559
814.00,0.3465
813.00,0.3328
812.00,0.3186
811.00,0.3068
810.00,0.2985
809.00,0.2930
808.00,0.2895
807.00,0.2873
806.00,0.2860
805.00,0.2855
804.00,0.2856
803.00,0.2864
802.00,0.2877
801.00,0.2897
800.00,0.2926
799.00,0.2969
798.00,0.3028
797.00,0.3104
796.00,0.3186
795.00,0.3254
794.00,0.3295
793.00,0.3303
792.00,0.3293
791.00,0.3280
790.00,0.3279
789.00,0.3298
788.00,0.3340
787.00,0.3402
786.00,0.3478
785.00,0.3564
784.00,0.3656
783.00,0.3757
782.00,0.3871
781.00,0.4008
780.00,0.4180
779.00,0.4388
778.00,0.4599
777.00,0.4750
776.00,0.4780
775.00,0.4683
774.00,0.4514
773.00,0.4343
772.00,0.4215
771.00,0.4135
770.00,0.4090
769.00,0.4057
768.00,0.4025
767.00,0.3993
766.00,0.3964
765.00,0.3940
764.00,0.3923
763.00,0.3912
762.00,0.3906
761.00,0.3908
760.00,0.3920
759.00,0.3942
758.00,0.3976
757.00,0.4026
756.00,0.4097
755.00,0.4191
754.00,0.4297
753.00,0.4393
752.00,0.4456
751.00,0.4481
750.00,0.4488
749.00,0.4508
748.00,0.4571
747.00,0.4687
746.00,0.4846
745.00,0.5013
744.00,0.5140
743.00,0.5191
742.00,0.5166
741.00,0.5096
740.00,0.5025
739.00,0.4985
738.00,0.4984
737.00,0.5017
736.00,0.5075
735.00,0.5152
734.00,0.5254
733.00,0.5384
732.00,0.5547
731.00,0.5740
730.00,0.5959
729.00,0.6203
728.00,0.6471
727.00,0.6764
726.00,0.7078
725.00,0.7396
724.00,0.7687
723.00,0.7900
722.00,0.7971
721.00,0.7844
720.00,0.7514
719.00,0.7040
718.00,0.6510
717.00,0.5994
716.00,0.5529
715.00,0.5126
714.00,0.4780
713.00,0.4473
712.00,0.4196
711.00,0.3949
710.00,0.3731
709.00,0.3540
708.00,0.3372
707.00,0.3226
706.00,0.3101
705.00,0.2993
704.00,0.2900
703.00,0.2820
702.00,0.2754
701.00,0.2700
700.00,0.2656
699.00,0.2619
698.00,0.2588
697.00,0.2563
696.00,0.2548
695.00,0.2546
694.00,0.2560
693.00,0.2595
692.00,0.2660
691.00,0.2763
690.00,0.2902
689.00,0.3047
688.00,0.3143
687.00,0.3143
686.00,0.3039
685.00,0.2870
684.00,0.2691
683.00,0.2540
682.00,0.2430
681.00,0.2358
680.00,0.2315
679.00,0.2290
678.00,0.2273
677.00,0.2257
676.00,0.2242
675.00,0.2231
674.00,0.2226
673.00,0.2223
672.00,0.2224
671.00,0.2229
670.00,0.2241
669.00,0.2259
668.00,0.2276
667.00,0.2281
666.00,0.2283
665.00,0.2293
664.00,0.2310
663.00,0.2332
662.00,0.2354
661.00,0.2374
660.00,0.2388
659.00,0.2395
658.00,0.2394
657.00,0.2389
656.00,0.2386
655.00,0.2389
654.00,0.2393
653.00,0.2395
652.00,0.2394
651.00,0.2395
650.00,0.2397
649.00,0.2401
648.00,0.2408
647.00,0.2421
646.00,0.2440
645.00,0.2461
644.00,0.2483
643.00,0.2506
642.00,0.2531
641.00,0.2559
640.00,0.2588
639.00,0.2617
638.00,0.2643
637.00,0.2664
636.00,0.2680
635.00,0.2692
634.00,0.2699
633.00,0.2699
632.00,0.2692
631.00,0.2683
630.00,0.2679
629.00,0.2685
628.00,0.2699
627.00,0.2721
626.00,0.2746
625.00,0.2775
624.00,0.2807
623.00,0.2836
622.00,0.2858
621.00,0.2874
620.00,0.2890
619.00,0.2911
618.00,0.2934
617.00,0.2943
616.00,0.2932
615.00,0.2904
614.00,0.2869
613.00,0.2836
612.00,0.2807
611.00,0.2782
610.00,0.2759
609.00,0.2740
608.00,0.2723
607.00,0.2711
606.00,0.2706
605.00,0.2707
604.00,0.2709
603.00,0.2712
602.00,0.2718
601.00,0.2732
600.00,0.2755
599.00,0.2782
598.00,0.2805
597.00,0.2824
596.00,0.2842
595.00,0.2867
594.00,0.2899
593.00,0.2936
592.00,0.2975
591.00,0.3014
590.00,0.3046
589.00,0.3073
588.00,0.3103
587.00,0.3140
586.00,0.3179
585.00,0.3213
584.00,0.3239
583.00,0.3259
582.00,0.3277
581.00,0.3299
580.00,0.3326
579.00,0.3356
578.00,0.3376
577.00,0.3382
576.00,0.3379
575.00,0.3375
574.00,0.3375
573.00,0.3374
572.00,0.3372
571.00,0.3372
570.00,0.3372
569.00,0.3369
568.00,0.3361
567.00,0.3350
566.00,0.3340
565.00,0.3332
564.00,0.3327
563.00,0.3327
562.00,0.3331
561.00,0.3333
560.00,0.3327
559.00,0.3316
558.00,0.3304
557.00,0.3295
556.00,0.3285
555.00,0.3274
554.00,0.3264
553.00,0.3260
552.00,0.3266
551.00,0.3283
550.00,0.3305
