Created as New Dataset,Sample 009 By Dylan Kletzing Monday, March 10, 2025
cm-1,A
1214.00,0.9272
1213.00,0.9226
1212.00,0.9190
1211.00,0.9161
1210.00,0.9133
1209.00,0.9102
1208.00,0.9071
1207.00,0.9043
1206.00,0.9026
1205.00,0.9031
1204.00,0.9058
1203.00,0.9105
1202.00,0.9168
1201.00,0.9246
1200.00,0.9341
1199.00,0.9459
1198.00,0.9606
1197.00,0.9788
1196.00,1.0003
1195.00,1.0236
1194.00,1.0473
1193.00,1.0707
1192.00,1.0933
1191.00,1.1147
1190.00,1.1341
1189.00,1.1509
1188.00,1.1646
1187.00,1.1752
1186.00,1.1835
1185.00,1.1903
1184.00,1.1958
1183.00,1.1997
1182.00,1.2026
1181.00,1.2061
1180.00,1.2117
1179.00,1.2193
1178.00,1.2277
1177.00,1.2356
1176.00,1.2422
1175.00,1.2477
1174.00,1.2529
1173.00,1.2580
1172.00,1.2624
1171.00,1.2649
1170.00,1.2644
1169.00,1.2603
1168.00,1.2518
1167.00,1.2388
1166.00,1.2228
1165.00,1.2057
1164.00,1.1880
1163.00,1.1691
1162.00,1.1490
1161.00,1.1287
1160.00,1.1083
1159.00,1.0876
1158.00,1.0671
1157.00,1.0477
1156.00,1.0304
1155.00,1.0160
1154.00,1.0054
1153.00,0.9995
1152.00,0.9983
1151.00,1.0008
1150.00,1.0057
1149.00,1.0124
1148.00,1.0205
1147.00,1.0295
1146.00,1.0385
1145.00,1.0461
1144.00,1.0510
1143.00,1.0524
1142.00,1.0497
1141.00,1.0429
1140.00,1.0317
1139.00,1.0160
1138.00,0.9963
1137.00,0.9734
1136.00,0.9478
1135.00,0.9200
1134.00,0.8909
1133.00,0.8618
1132.00,0.8334
1131.00,0.8061
1130.00,0.7799
1129.00,0.7551
1128.00,0.7316
1127.00,0.7095
1126.00,0.6887
1125.00,0.6691
1124.00,0.6509
1123.00,0.6342
1122.00,0.6188
1121.00,0.6043
1120.00,0.5908
1119.00,0.5787
1118.00,0.5684
1117.00,0.5597
1116.00,0.5524
1115.00,0.5459
1114.00,0.5398
1113.00,0.5334
1112.00,0.5267
1111.00,0.5201
1110.00,0.5137
1109.00,0.5078
1108.00,0.5022
1107.00,0.4973
1106.00,0.4937
1105.00,0.4913
1104.00,0.4901
1103.00,0.4899
1102.00,0.4910
1101.00,0.4935
1100.00,0.4974
1099.00,0.5026
1098.00,0.5087
1097.00,0.5152
1096.00,0.5214
1095.00,0.5270
1094.00,0.5320
1093.00,0.5369
1092.00,0.5421
1091.00,0.5479
1090.00,0.5544
1089.00,0.5614
1088.00,0.5689
1087.00,0.5772
1086.00,0.5864
1085.00,0.5964
1084.00,0.6069
1083.00,0.6174
1082.00,0.6277
1081.00,0.6373
1080.00,0.6455
1079.00,0.6518
1078.00,0.6559
1077.00,0.6578
1076.00,0.6577
1075.00,0.6557
1074.00,0.6521
1073.00,0.6478
1072.00,0.6435
1071.00,0.6395
1070.00,0.6361
1069.00,0.6334
1068.00,0.6314
1067.00,0.6304
1066.00,0.6302
1065.00,0.6304
1064.00,0.6300
1063.00,0.6282
1062.00,0.6247
1061.00,0.6193
1060.00,0.6122
1059.00,0.6043
1058.00,0.5964
1057.00,0.5891
1056.00,0.5826
1055.00,0.5767
1054.00,0.5711
1053.00,0.5655
1052.00,0.5602
1051.00,0.5551
1050.00,0.5501
1049.00,0.5450
1048.00,0.5397
1047.00,0.5349
1046.00,0.5306
1045.00,0.5266
1044.00,0.5226
1043.00,0.5186
1042.00,0.5153
1041.00,0.5125
1040.00,0.5099
1039.00,0.5070
1038.00,0.5040
1037.00,0.5013
1036.00,0.4994
1035.00,0.4984
1034.00,0.4985
1033.00,0.4992
1032.00,0.4998
1031.00,0.5001
1030.00,0.5007
1029.00,0.5020
1028.00,0.5045
1027.00,0.5078
1026.00,0.5108
1025.00,0.5131
1024.00,0.5145
1023.00,0.5152
1022.00,0.5158
1021.00,0.5166
1020.00,0.5176
1019.00,0.5190
1018.00,0.5206
1017.00,0.5221
1016.00,0.5231
1015.00,0.5238
1014.00,0.5246
1013.00,0.5256
1012.00,0.5268
1011.00,0.5284
1010.00,0.5306
1009.00,0.5332
1008.00,0.5350
1007.00,0.5351
1006.00,0.5334
1005.00,0.5310
1004.00,0.5290
1003.00,0.5277
1002.00,0.5270
1001.00,0.5264
1000.00,0.5257
999.00,0.5248
998.00,0.5238
997.00,0.5227
996.00,0.5215
995.00,0.5203
994.00,0.5195
993.00,0.5194
992.00,0.5198
991.00,0.5204
990.00,0.5213
989.00,0.5225
988.00,0.5240
987.00,0.5255
986.00,0.5265
985.00,0.5262
984.00,0.5246
983.00,0.5219
982.00,0.5186
981.00,0.5152
980.00,0.5120
979.00,0.5092
978.00,0.5070
977.00,0.5054
976.00,0.5041
975.00,0.5030
974.00,0.5021
973.00,0.5014
972.00,0.5006
971.00,0.4997
970.00,0.4988
969.00,0.4980
968.00,0.4974
967.00,0.4969
966.00,0.4963
965.00,0.4958
964.00,0.4954
963.00,0.4951
962.00,0.4946
961.00,0.4941
960.00,0.4936
959.00,0.4932
958.00,0.4928
957.00,0.4927
956.00,0.4934
955.00,0.4951
954.00,0.4976
953.00,0.5002
952.00,0.5024
951.00,0.5040
950.00,0.5050
949.00,0.5060
948.00,0.5077
947.00,0.5102
946.00,0.5132
945.00,0.5159
944.00,0.5175
943.00,0.5180
942.00,0.5175
941.00,0.5161
940.00,0.5142
939.00,0.5121
938.00,0.5097
937.00,0.5070
936.00,0.5036
935.00,0.4996
934.00,0.4953
933.00,0.4913
932.00,0.4875
931.00,0.4834
930.00,0.4786
929.00,0.4727
928.00,0.4663
927.00,0.4597
926.00,0.4533
925.00,0.4473
924.00,0.4422
923.00,0.4384
922.00,0.4357
921.00,0.4339
920.00,0.4324
919.00,0.4309
918.00,0.4291
917.00,0.4272
916.00,0.4250
915.00,0.4228
914.00,0.4209
913.00,0.4193
912.00,0.4182
911.00,0.4177
910.00,0.4177
909.00,0.4180
908.00,0.4181
907.00,0.4181
906.00,0.4178
905.00,0.4174
904.00,0.4173
903.00,0.4179
902.00,0.4189
901.00,0.4201
900.00,0.4213
899.00,0.4224
898.00,0.4238
897.00,0.4251
896.00,0.4260
895.00,0.4264
894.00,0.4267
893.00,0.4273
892.00,0.4282
891.00,0.4285
890.00,0.4275
889.00,0.4250
888.00,0.4210
887.00,0.4160
886.00,0.4106
885.00,0.4054
884.00,0.4012
883.00,0.3981
882.00,0.3957
881.00,0.3937
880.00,0.3919
879.00,0.3904
878.00,0.3892
877.00,0.3879
876.00,0.3864
875.00,0.3846
874.00,0.3829
873.00,0.3813
872.00,0.3798
871.00,0.3784
870.00,0.3768
869.00,0.3748
868.00,0.3723
867.00,0.3695
866.00,0.3669
865.00,0.3647
864.00,0.3629
863.00,0.3614
862.00,0.3601
861.00,0.3590
860.00,0.3583
859.00,0.3578
858.00,0.3573
857.00,0.3568
856.00,0.3562
855.00,0.3557
854.00,0.3555
853.00,0.3557
852.00,0.3564
851.00,0.3573
850.00,0.3578
849.00,0.3578
848.00,0.3575
847.00,0.3572
846.00,0.3569
845.00,0.3563
844.00,0.3555
843.00,0.3547
842.00,0.3543
841.00,0.3538
840.00,0.3533
839.00,0.3529
838.00,0.3530
837.00,0.3534
836.00,0.3539
835.00,0.3542
834.00,0.3542
833.00,0.3542
832.00,0.3546
831.00,0.3553
830.00,0.3563
829.00,0.3573
828.00,0.3583
827.00,0.3593
826.00,0.3599
825.00,0.3601
824.00,0.3600
823.00,0.3598
822.00,0.3593
821.00,0.3588
820.00,0.3585
819.00,0.3588
818.00,0.3594
817.00,0.3599
816.00,0.3604
815.00,0.3613
814.00,0.3627
813.00,0.3644
812.00,0.3662
811.00,0.3683
810.00,0.3710
809.00,0.3741
808.00,0.3775
807.00,0.3808
806.00,0.3839
805.00,0.3862
804.00,0.3874
803.00,0.3878
802.00,0.3879
801.00,0.3882
800.00,0.3885
799.00,0.3885
798.00,0.3879
797.00,0.3869
796.00,0.3865
795.00,0.3873
794.00,0.3895
793.00,0.3922
792.00,0.3946
791.00,0.3963
790.00,0.3974
789.00,0.3981
788.00,0.3989
787.00,0.4001
786.00,0.4015
785.00,0.4031
784.00,0.4046
783.00,0.4062
782.00,0.4083
781.00,0.4113
780.00,0.4149
779.00,0.4188
778.00,0.4228
777.00,0.4268
776.00,0.4313
775.00,0.4365
774.00,0.4421
773.00,0.4473
772.00,0.4519
771.00,0.4557
770.00,0.4589
769.00,0.4610
768.00,0.4620
767.00,0.4625
766.00,0.4633
765.00,0.4647
764.00,0.4665
763.00,0.4683
762.00,0.4705
761.00,0.4731
760.00,0.4764
759.00,0.4801
758.00,0.4840
757.00,0.4884
756.00,0.4933
755.00,0.4988
754.00,0.5044
753.00,0.5098
752.00,0.5146
751.00,0.5188
750.00,0.5228
749.00,0.5268
748.00,0.5310
747.00,0.5357
746.00,0.5405
745.00,0.5455
744.00,0.5509
743.00,0.5571
742.00,0.5647
741.00,0.5733
740.00,0.5826
739.00,0.5923
738.00,0.6025
737.00,0.6131
736.00,0.6241
735.00,0.6357
734.00,0.6488
733.00,0.6640
732.00,0.6821
731.00,0.7039
730.00,0.7302
729.00,0.7608
728.00,0.7951
727.00,0.8331
726.00,0.8754
725.00,0.9211
724.00,0.9668
723.00,1.0047
722.00,1.0236
721.00,1.0128
720.00,0.9709
719.00,0.9080
718.00,0.8382
717.00,0.7708
716.00,0.7107
715.00,0.6592
714.00,0.6155
713.00,0.5772
712.00,0.5424
711.00,0.5106
710.00,0.4820
709.00,0.4564
708.00,0.4337
707.00,0.4142
706.00,0.3980
705.00,0.3846
704.00,0.3737
703.00,0.3652
702.00,0.3590
701.00,0.3540
700.00,0.3488
699.00,0.3420
698.00,0.3334
697.00,0.3235
696.00,0.3140
695.00,0.3064
694.00,0.3017
693.00,0.2999
692.00,0.3004
691.00,0.3024
690.00,0.3050
689.00,0.3068
688.00,0.3065
687.00,0.3037
686.00,0.2988
685.00,0.2930
684.00,0.2877
683.00,0.2834
682.00,0.2803
681.00,0.2781
680.00,0.2768
679.00,0.2761
678.00,0.2759
677.00,0.2757
676.00,0.2753
675.00,0.2748
674.00,0.2745
673.00,0.2746
672.00,0.2748
671.00,0.2750
670.00,0.2755
669.00,0.2763
668.00,0.2772
667.00,0.2773
666.00,0.2768
665.00,0.2764
664.00,0.2764
663.00,0.2766
662.00,0.2770
661.00,0.2779
660.00,0.2792
659.00,0.2809
658.00,0.2827
657.00,0.2843
656.00,0.2854
655.00,0.2857
654.00,0.2852
653.00,0.2845
652.00,0.2845
651.00,0.2854
650.00,0.2872
649.00,0.2895
648.00,0.2918
647.00,0.2939
646.00,0.2958
645.00,0.2973
644.00,0.2985
643.00,0.2995
642.00,0.3005
641.00,0.3017
640.00,0.3032
639.00,0.3051
638.00,0.3072
637.00,0.3095
636.00,0.3114
635.00,0.3123
634.00,0.3120
633.00,0.3113
632.00,0.3111
631.00,0.3119
630.00,0.3134
629.00,0.3151
628.00,0.3171
627.00,0.3194
626.00,0.3222
625.00,0.3252
624.00,0.3281
623.00,0.3310
622.00,0.3339
621.00,0.3367
620.00,0.3394
619.00,0.3415
618.00,0.3430
617.00,0.3444
616.00,0.3459
615.00,0.3470
614.00,0.3473
613.00,0.3471
612.00,0.3474
611.00,0.3484
610.00,0.3495
609.00,0.3497
608.00,0.3489
607.00,0.3476
606.00,0.3463
605.00,0.3456
604.00,0.3456
603.00,0.3464
602.00,0.3474
601.00,0.3480
600.00,0.3484
599.00,0.3491
598.00,0.3505
597.00,0.3520
596.00,0.3532
595.00,0.3538
594.00,0.3542
593.00,0.3553
592.00,0.3578
591.00,0.3613
590.00,0.3645
589.00,0.3663
588.00,0.3670
587.00,0.3676
586.00,0.3689
585.00,0.3709
584.00,0.3731
583.00,0.3746
582.00,0.3752
581.00,0.3757
580.00,0.3768
579.00,0.3790
578.00,0.3813
577.00,0.3831
576.00,0.3844
575.00,0.3858
574.00,0.3871
573.00,0.3878
572.00,0.3874
571.00,0.3859
570.00,0.3839
569.00,0.3823
568.00,0.3813
567.00,0.3809
566.00,0.3804
565.00,0.3793
564.00,0.3781
563.00,0.3771
562.00,0.3762
561.00,0.3749
560.00,0.3732
559.00,0.3713
558.00,0.3700
557.00,0.3695
556.00,0.3697
555.00,0.3704
554.00,0.3711
553.00,0.3718
552.00,0.3722
551.00,0.3724
550.00,0.3720
